listing_id,vin,back_legroom,bed,bed_height,bed_length,cabin,engine_cylinders,engine_displacement,fleet,frame_damaged,franchise_dealer,franchise_make,front_legroom,fuel_tank_volume,has_accidents,height,interior_color,isCab,listing_color,major_options,power,salvage,savings_amount,seller_rating,sp_id,sp_name,theft_title,torque,transmission_display,trimId,vehicle_damage_category,wheel_system,wheel_system_display,wheelbase,width
171865107,ZARBAAC41FM129303,--,,,,,I4,1700,FALSE,FALSE,TRUE,FIAT,42.7 in,10.5 gal,FALSE,46.6 in,None,FALSE,RED,['Leather Seats'],"237 hp @ 6,000 RPM",FALSE,0,,370467,FIAT de San Juan,FALSE,"258 lb-ft @ 4,250 RPM",6-Speed Automatic,t56834,,RWD,Rear-Wheel Drive,93.7 in,73.5 in
268609420,SALZJ2FX0LH081763,33.8 in,,,,,I4,2000,,,TRUE,Land Rover,40 in,17.7 gal,,64.9 in,Black (Ebony),,BLACK,['Convenience Package'],"246 hp @ 5,500 RPM",,0,3,389227,Land Rover San Juan,,"269 lb-ft @ 1,400 RPM",9-Speed Automatic Overdrive,t85529,,AWD,All-Wheel Drive,105.6 in,82.7 in
173473505,WBA8B7C53GK368522,35.1 in,,,,,I6,3000,FALSE,FALSE,TRUE,FIAT,42 in,15.8 gal,FALSE,56.5 in,None,FALSE,SILVER,"['Sunroof/Moonroof', 'Alloy Wheels', 'Bluetooth']","320 hp @ 5,500 RPM",FALSE,0,,370467,FIAT de San Juan,FALSE,"330 lb-ft @ 1,380 RPM",8-Speed Automatic,t58802,,AWD,All-Wheel Drive,110.6 in,80 in
266454434,SALYK2EX8LA268316,37.1 in,,,,,I4,2000,,,TRUE,Land Rover,40.2 in,16.6 gal,,66.3 in,Gray (Ebony / Ebony),,UNKNOWN,['Adaptive Cruise Control'],"247 hp @ 5,500 RPM",,0,3,389227,Land Rover San Juan,,"269 lb-ft @ 1,200 RPM",8-Speed Automatic Overdrive,t85614,,AWD,All-Wheel Drive,113.1 in,84.4 in
244110428,3MZBPABL1KM108237,35.1 in,,,,,I4,2500,,,TRUE,Jeep,42.3 in,13.2 gal,,56.9 in,Black,,WHITE,"['Alloy Wheels', 'Bluetooth', 'Backup Camera']","186 hp @ 6,000 RPM",,0,2.8,370599,Flagship Chrysler,,"186 lb-ft @ 4,000 RPM",6-Speed Automatic Overdrive,t85256,,FWD,Front-Wheel Drive,107.3 in,70.7 in
244110438,3MZBPABL4KM107969,35.1 in,,,,,I4,2500,,,TRUE,Jeep,42.3 in,13.2 gal,,56.9 in,Black,,WHITE,"['Alloy Wheels', 'Bluetooth', 'Backup Camera']","186 hp @ 6,000 RPM",,0,2.8,370599,Flagship Chrysler,,"186 lb-ft @ 4,000 RPM",6-Speed Automatic Overdrive,t85256,,FWD,Front-Wheel Drive,107.3 in,70.7 in
267851174,SALCP2FX9LH857747,38.1 in,,,,,I4,2000,,,TRUE,Land Rover,39.1 in,17.7 gal,,68 in,Black (Ebony),,RED,['Navigation System'],"246 hp @ 5,500 RPM",,0,3,389227,Land Rover San Juan,,"269 lb-ft @ 1,400 RPM",9-Speed Automatic Overdrive,t86761,,AWD,All-Wheel Drive,107.9 in,85.6 in
279794909,SALYK2EX8LA284533,37.1 in,,,,,I4,2000,,,TRUE,Land Rover,40.2 in,16.6 gal,,66.3 in,Red (Ebony / Ebony),,RED,"['Adaptive Cruise Control', 'Backup Camera', 'Cold Weather Package', 'Multi Zone Climate Control']","247 hp @ 5,500 RPM",,0,3,389227,Land Rover San Juan,,"269 lb-ft @ 1,200 RPM",8-Speed Automatic Overdrive,t85614,,AWD,All-Wheel Drive,113.1 in,84.4 in
280451806,SALYK2EX0LA284669,37.1 in,,,,,I4,2000,,,TRUE,Land Rover,40.2 in,16.6 gal,,66.3 in,Brown (Ebony / Ebony),,UNKNOWN,"['Adaptive Cruise Control', 'Backup Camera', 'Cold Weather Package', 'Multi Zone Climate Control']","247 hp @ 5,500 RPM",,0,3,389227,Land Rover San Juan,,"269 lb-ft @ 1,200 RPM",8-Speed Automatic Overdrive,t85614,,AWD,All-Wheel Drive,113.1 in,84.4 in
263868330,SALCP2FX8LH854709,38.1 in,,,,,I4,2000,,,TRUE,Land Rover,39.1 in,17.7 gal,,68 in,Black (Ebony),,BLACK,"['Navigation System', 'Adaptive Cruise Control']","246 hp @ 5,500 RPM",,0,3,389227,Land Rover San Juan,,"269 lb-ft @ 1,400 RPM",9-Speed Automatic Overdrive,t86761,,AWD,All-Wheel Drive,107.9 in,85.6 in
244110465,3MZBPABL9KM105215,35.1 in,,,,,I4,2500,,,TRUE,Jeep,42.3 in,13.2 gal,,56.9 in,Black,,WHITE,"['Alloy Wheels', 'Bluetooth', 'Backup Camera']","186 hp @ 6,000 RPM",,0,2.8,370599,Flagship Chrysler,,"186 lb-ft @ 4,000 RPM",6-Speed Automatic Overdrive,t85256,,FWD,Front-Wheel Drive,107.3 in,70.7 in
244955529,3MZBPABL3KM107929,35.1 in,,,,,I4,2500,,,TRUE,Jeep,42.3 in,13.2 gal,,56.9 in,Black,,SILVER,"['Alloy Wheels', 'Bluetooth', 'Backup Camera']","186 hp @ 6,000 RPM",,0,2.8,370599,Flagship Chrysler,,"186 lb-ft @ 4,000 RPM",6-Speed Automatic Overdrive,t85256,,FWD,Front-Wheel Drive,107.3 in,70.7 in
275458767,SALCP2FX9LH864505,38.1 in,,,,,I4,2000,,,TRUE,Land Rover,39.1 in,17.7 gal,,68 in,Blue (Light Oyster),,BLUE,"['Navigation System', 'Adaptive Cruise Control']","246 hp @ 5,500 RPM",,0,3,389227,Land Rover San Juan,,"269 lb-ft @ 1,400 RPM",9-Speed Automatic Overdrive,t86761,,AWD,All-Wheel Drive,107.9 in,85.6 in
255748405,SALCP2FX1LH840358,38.1 in,,,,,I4,2000,FALSE,FALSE,TRUE,Land Rover,39.1 in,17.7 gal,FALSE,68 in,Acorn,FALSE,WHITE,"['Leather Seats', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring']","246 hp @ 5,500 RPM",FALSE,0,3,389227,Land Rover San Juan,FALSE,"269 lb-ft @ 1,400 RPM",9-Speed Automatic Overdrive,t86761,,AWD,All-Wheel Drive,107.9 in,85.6 in
267851183,SALRR2RV1L2433156,37.6 in,,,,,V6,3000,,,TRUE,Land Rover,39 in,23.5 gal,,73 in,Black (Ebony/Ebony/Ebony),,BLACK,['Cold Weather Package'],"340 hp @ 6,500 RPM",,0,3,389227,Land Rover San Juan,,"332 lb-ft @ 3,500 RPM",8-Speed Automatic Overdrive,t86074,,AWD,All-Wheel Drive,115 in,87.4 in
279398721,SALCP2FX2LH870341,38.1 in,,,,,I4,2000,,,TRUE,Land Rover,39.1 in,17.7 gal,,68 in,Black (Ebony),,ORANGE,"['Navigation System', 'Adaptive Cruise Control']","246 hp @ 5,500 RPM",,0,3,389227,Land Rover San Juan,,"269 lb-ft @ 1,400 RPM",9-Speed Automatic Overdrive,t86761,,AWD,All-Wheel Drive,107.9 in,85.6 in
236398892,JM1DKDB75K0423950,35 in,,,,,I4,2000,,,TRUE,Jeep,41.7 in,12.7 gal,,60.7 in,Black,,WHITE,"['Alloy Wheels', 'Bluetooth', 'Backup Camera']","148 hp @ 6,000 RPM",,0,2.8,370599,Flagship Chrysler,,"146 lb-ft @ 2,800 RPM",6-Speed Automatic Overdrive,t80228,,FWD,Front-Wheel Drive,101.2 in,69.6 in
237132758,ZACNJBBB5KPJ76839,35.1 in,,,,,I4,1300,,,TRUE,Jeep,41.2 in,12.7 gal,,66.5 in,Black,,WHITE,['Quick Order Package'],"177 hp @ 5,750 RPM",,0,2.8,370599,Flagship Chrysler,,"200 lb-ft @ 1,750 RPM",9-Speed Automatic Overdrive,t83803,,4WD,Four-Wheel Drive,101.2 in,79.6 in
275458789,SALCP2FX7LH864941,38.1 in,,,,,I4,2000,,,TRUE,Land Rover,39.1 in,17.7 gal,,68 in,Black (Ebony),,GRAY,"['Navigation System', 'Adaptive Cruise Control']","246 hp @ 5,500 RPM",,0,3,389227,Land Rover San Juan,,"269 lb-ft @ 1,400 RPM",9-Speed Automatic Overdrive,t86761,,AWD,All-Wheel Drive,107.9 in,85.6 in
266911044,SALRG2RK9L2433143,37.6 in,,,,,V6 Diesel,3000,,,TRUE,Land Rover,39 in,22.5 gal,,73 in,Black (Ebony/Ebony/Ebony),,BLACK,"['Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Heated Seats', 'Cold Weather Package', 'Multi Zone Climate Control']","254 hp @ 3,750 RPM",,0,3,389227,Land Rover San Juan,,"443 lb-ft @ 1,750 RPM",8-Speed Automatic Overdrive,t86075,,AWD,All-Wheel Drive,115 in,87.4 in
275458770,SALYK2EX3LA275917,37.1 in,,,,,I4,2000,,,TRUE,Land Rover,40.2 in,16.6 gal,,66.3 in,Silver (Ebony / Ebony),,SILVER,['Adaptive Cruise Control'],"247 hp @ 5,500 RPM",,0,3,389227,Land Rover San Juan,,"269 lb-ft @ 1,200 RPM",8-Speed Automatic Overdrive,t85614,,AWD,All-Wheel Drive,113.1 in,84.4 in
236398734,JM3KFABMXK1505299,39.6 in,,,,,I4,2500,,,TRUE,Jeep,41 in,14.8 gal,,66.2 in,Black,,BLUE,"['Alloy Wheels', 'Bluetooth', 'Backup Camera']","187 hp @ 6,000 RPM",,0,2.8,370599,Flagship Chrysler,,"186 lb-ft @ 4,000 RPM",6-Speed Automatic Overdrive,t84153,,FWD,Front-Wheel Drive,106.2 in,83.3 in
270957417,SALZP2FX7LH086957,33.8 in,,,,,I4,2000,,,TRUE,Land Rover,40 in,17.7 gal,,64.9 in,Black (Ebony),,WHITE,"['Adaptive Cruise Control', 'Backup Camera']","246 hp @ 5,500 RPM",,0,3,389227,Land Rover San Juan,,"269 lb-ft @ 1,400 RPM",9-Speed Automatic Overdrive,t85530,,AWD,All-Wheel Drive,105.6 in,82.7 in
237132764,ZACNJBBB7KPJ76289,35.1 in,,,,,I4,1300,,,TRUE,Jeep,41.2 in,12.7 gal,,66.5 in,Black,,BLACK,['Quick Order Package'],"177 hp @ 5,750 RPM",,0,2.8,370599,Flagship Chrysler,,"200 lb-ft @ 1,750 RPM",9-Speed Automatic Overdrive,t83803,,4WD,Four-Wheel Drive,101.2 in,79.6 in
275458786,SALRU2RV4L2436079,37.6 in,,,,,V6,3000,,,TRUE,Land Rover,39 in,23.5 gal,,73 in,Gray (Ebony/Ebony/Ebony),,GRAY,"['Sunroof/Moonroof', 'Adaptive Cruise Control', 'Backup Camera']","340 hp @ 6,500 RPM",,0,3,389227,Land Rover San Juan,,"332 lb-ft @ 3,500 RPM",8-Speed Automatic Overdrive,t86077,,AWD,All-Wheel Drive,115 in,87.4 in
263868321,SALCT2FX1LH856023,38.1 in,,,,,I4,2000,,,TRUE,Land Rover,39.1 in,17.7 gal,,68 in,Black (Ebony),,ORANGE,"['Navigation System', 'Adaptive Cruise Control', 'Blind Spot Monitoring']","246 hp @ 5,500 RPM",,0,3,389227,Land Rover San Juan,,"269 lb-ft @ 1,400 RPM",9-Speed Automatic Overdrive,t86760,,AWD,All-Wheel Drive,107.9 in,85.6 in
278722292,KMHD84LFXHU271438,35.7 in,,,,,I4,1600,FALSE,FALSE,TRUE,Chevrolet,42.2 in,14 gal,FALSE,56.5 in,Black,FALSE,BLACK,"['Sport Package', 'Sunroof/Moonroof', 'Adaptive Cruise Control', 'Audio Package', 'Bluetooth', 'Premium Wheels', 'Backup Camera', 'Blind Spot Monitoring', 'Heat Package', 'Premium Package', 'Heated Seats', 'CarPlay']","201 hp @ 6,000 RPM",FALSE,2709,3.447761194,314501,Atlantic Chevrolet Cadillac,FALSE,"195 lb-ft @ 1,500 RPM",6-Speed Automatic,t72685,,FWD,Front-Wheel Drive,106.3 in,70.9 in
255748407,SALYK2FV7LA250497,37.1 in,,,,,V6,3000,,,TRUE,Land Rover,40.2 in,16.6 gal,,66.3 in,White (Eclipse / Ebony / Ebony),,WHITE,['Adaptive Cruise Control'],"340 hp @ 6,500 RPM",,0,3,389227,Land Rover San Juan,,"332 lb-ft @ 3,500 RPM",8-Speed Automatic Overdrive,t85617,,AWD,All-Wheel Drive,113.1 in,84.4 in
276675304,1G1ZD5ST5JF222895,38.1 in,,,,,I4,1500,TRUE,FALSE,TRUE,Chevrolet,42 in,15.8 gal,FALSE,57.6 in,Jet Black,TRUE,SILVER,"['Driver Confidence Package', 'Power Package', 'Preferred Package', 'Technology Package', 'Premium Wheels', 'Blind Spot Monitoring', 'Parking Sensors', 'Android Auto', 'CarPlay', 'LT Package', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Convenience Package']","160 hp @ 5,700 RPM",FALSE,1749,3.447761194,314501,Atlantic Chevrolet Cadillac,FALSE,"184 lb-ft @ 2,500 RPM",6-Speed Automatic,t74365,,FWD,Front-Wheel Drive,111.4 in,73 in
266454423,SALCL2FX0LH859379,38.1 in,,,,,I4,2000,,,TRUE,Land Rover,39.1 in,17.7 gal,,68 in,Blue (Light Oyster/Ebony),,BLUE,"['Navigation System', 'Adaptive Cruise Control']","246 hp @ 5,500 RPM",,0,3,389227,Land Rover San Juan,,"269 lb-ft @ 1,400 RPM",9-Speed Automatic Overdrive,t86762,,AWD,All-Wheel Drive,107.9 in,85.6 in
278352194,JTHSZ5BC5J5008777,27.3 in,,,,,V6,3500,FALSE,FALSE,TRUE,Jeep,45.4 in,17.4 gal,FALSE,55.1 in,Black,FALSE,BLACK,"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Heated Seats']","311 hp @ 6,600 RPM",FALSE,1861,2.8,62178,Eastchester Chrysler Jeep Dodge Ram,FALSE,"280 lb-ft @ 4,800 RPM",6-Speed Automatic,t76289,,AWD,All-Wheel Drive,107.5 in,81.5 in
279129180,1GNERFKW0JJ104068,38.4 in,,,,,V6,3600,FALSE,FALSE,TRUE,Chevrolet,41 in,19.4 gal,FALSE,70.7 in,Dark Atmosphere/Medium Ash Gray,FALSE,SILVER,"['Power Package', 'Preferred Package', 'Third Row Seating', 'Premium Wheels', 'Blind Spot Monitoring', 'Heat Package', 'Parking Sensors', 'Android Auto', 'CarPlay', 'Multi Zone Climate Control', 'LT Package', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Convenience Package']","310 hp @ 6,800 RPM",FALSE,3500,3.447761194,314501,Atlantic Chevrolet Cadillac,FALSE,"266 lb-ft @ 2,800 RPM",9-Speed Automatic,t73662,,FWD,Front-Wheel Drive,120.9 in,78.6 in
279688583,ZACCJBBB9HPF62165,35.1 in,,,,,,2400,FALSE,FALSE,TRUE,Jeep,41.2 in,12.7 gal,FALSE,66.5 in,Black,FALSE,GRAY,"['Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Heated Seats', 'Quick Order Package']","180 hp @ 6,400 RPM",FALSE,4238,2.8,62178,Eastchester Chrysler Jeep Dodge Ram,FALSE,"175 lb-ft @ 3,900 RPM",9-Speed Automatic,t70037,,4WD,Four-Wheel Drive,101.2 in,79.6 in
236398705,JM1DKDD78K0429836,35 in,,,,,I4,2000,,,TRUE,Jeep,41.7 in,12.7 gal,,60.9 in,Black,,GRAY,"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera']","148 hp @ 6,000 RPM",,0,2.8,370599,Flagship Chrysler,,"146 lb-ft @ 2,800 RPM",6-Speed Automatic Overdrive,t80227,,FWD,Front-Wheel Drive,101.2 in,69.6 in
236399040,JM3KFABM0K1521253,39.6 in,,,,,I4,2500,,,TRUE,Jeep,41 in,14.8 gal,,66.2 in,Black,,SILVER,"['Alloy Wheels', 'Bluetooth', 'Backup Camera']","187 hp @ 6,000 RPM",,0,2.8,370599,Flagship Chrysler,,"186 lb-ft @ 4,000 RPM",6-Speed Automatic Overdrive,t84153,,FWD,Front-Wheel Drive,106.2 in,83.3 in
279129181,1GNKVGKD7HJ340326,36.8 in,,,,,V6,3600,FALSE,FALSE,TRUE,Chevrolet,41.3 in,22 gal,TRUE,69.9 in,Dark Titanium/Light Titanium,FALSE,SILVER,"['Sunroof/Moonroof', 'Power Package', 'Navigation System', 'Preferred Package', 'Technology Package', 'Third Row Seating', 'Premium Wheels', 'Heat Package', 'Parking Sensors', 'Heated Seats', 'CarPlay', 'Acoustical Package', 'LT Package', 'Audio Package', 'Bluetooth', 'Backup Camera', 'Remote Start']","281 hp @ 6,300 RPM",FALSE,2416,3.447761194,314501,Atlantic Chevrolet Cadillac,FALSE,"266 lb-ft @ 3,400 RPM",6-Speed Automatic,t67372,,AWD,All-Wheel Drive,118.9 in,78.5 in
263037611,SALZP2FX8LH067236,33.8 in,,,,,I4,2000,FALSE,FALSE,TRUE,Land Rover,40 in,17.7 gal,FALSE,64.9 in,White (Cloud),FALSE,BLACK,"['Leather Seats', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring']","246 hp @ 5,500 RPM",FALSE,0,3,389227,Land Rover San Juan,FALSE,"269 lb-ft @ 1,400 RPM",9-Speed Automatic Overdrive,t85530,,AWD,All-Wheel Drive,105.6 in,82.7 in
279531621,1C4RJFAG7JC203082,38.6 in,,,,,V6,3600,FALSE,FALSE,TRUE,Chevrolet,40.3 in,24.6 gal,FALSE,69.3 in,Black,FALSE,BLACK,"['Leather Seats', 'Sunroof/Moonroof', 'Power Package', 'Navigation System', 'Preferred Package', 'Premium Wheels', 'Blind Spot Monitoring', 'Heat Package', 'Parking Sensors', 'Heated Seats', 'Tow Package', 'Android Auto', 'Cold Weather Package', 'Quick Order Package', 'CarPlay', 'Multi Zone Climate Control', 'Bluetooth', 'Backup Camera', 'Remote Start']","295 hp @ 6,400 RPM",FALSE,2254,3.447761194,314501,Atlantic Chevrolet Cadillac,FALSE,"260 lb-ft @ 4,800 RPM",8-Speed Automatic,t75215,,4WD,Four-Wheel Drive,114.8 in,84.8 in
259876001,SALCP2FX3LH845416,38.1 in,,,,,I4,2000,FALSE,FALSE,TRUE,Land Rover,39.1 in,17.7 gal,FALSE,68 in,Black (Ebony),FALSE,GRAY,"['Leather Seats', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring']","246 hp @ 5,500 RPM",FALSE,0,3,389227,Land Rover San Juan,FALSE,"269 lb-ft @ 1,400 RPM",9-Speed Automatic Overdrive,t86761,,AWD,All-Wheel Drive,107.9 in,85.6 in
279775073,1C4NJDEB7HD139874,39.4 in,,,,,I4,2400,FALSE,FALSE,TRUE,Jeep,40.6 in,13.5 gal,FALSE,65 in,dark slate gray,FALSE,BLACK,"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Heated Seats', 'Quick Order Package']","172 hp @ 6,000 RPM",FALSE,1617,2.8,62178,Eastchester Chrysler Jeep Dodge Ram,FALSE,"165 lb-ft @ 4,400 RPM",6-Speed Automatic,t68753,,4WD,Four-Wheel Drive,103.7 in,71.4 in
279666591,4S3GTAA67J3747545,,,,,,,,FALSE,FALSE,TRUE,Jeep,,,FALSE,,Black,FALSE,BLACK,"['Steel Wheels', 'Bluetooth', 'Backup Camera', 'Android Auto', 'CarPlay']",,FALSE,740,2.8,62178,Eastchester Chrysler Jeep Dodge Ram,FALSE,,Continuously Variable Transmission,t90895,,,,,
272950938,KMHTG6AF0LU021115,34.1 in,,,,,I4,2000,FALSE,FALSE,TRUE,Jeep,42.6 in,13.2 gal,FALSE,55.1 in,Black,FALSE,RED,"['Leather Seats', 'Sunroof/Moonroof', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats']","147 hp @ 6,200 RPM",FALSE,3866,2.8,62178,Eastchester Chrysler Jeep Dodge Ram,FALSE,"132 lb-ft @ 4,500 RPM",6-Speed Automatic,t85906,,FWD,Front-Wheel Drive,104.3 in,70.9 in
254868757,SALCM2GX5LH836269,38.1 in,,,,,I4,2000,FALSE,FALSE,TRUE,Land Rover,39.1 in,17.7 gal,FALSE,68 in,Black (Ebony),FALSE,WHITE,"['Leather Seats', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring']","286 hp @ 5,500 RPM",FALSE,0,3,389227,Land Rover San Juan,FALSE,"295 lb-ft @ 1,500 RPM",9-Speed Automatic Overdrive,t86758,,AWD,All-Wheel Drive,107.9 in,85.6 in
278462572,1C4RJFBG8HC948819,38.6 in,,,,,V6,3000,FALSE,FALSE,TRUE,Jeep,40.3 in,24.6 gal,FALSE,69.3 in,Black,FALSE,SILVER,"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Parking Sensors', 'Heated Seats', 'Quick Order Package']","360 hp @ 5,150 RPM",FALSE,4914,2.8,62178,Eastchester Chrysler Jeep Dodge Ram,FALSE,"390 lb-ft @ 4,250 RPM",8-Speed Automatic,t68766,,4WD,Four-Wheel Drive,114.8 in,84.8 in
277998707,1GNERFKW4JJ174611,38.4 in,,,,,V6,3600,FALSE,FALSE,TRUE,Chevrolet,41 in,19.4 gal,FALSE,70.7 in,Jet Black,FALSE,WHITE,"['Driver Confidence Package', 'Power Package', 'Preferred Package', 'Third Row Seating', 'Premium Wheels', 'Blind Spot Monitoring', 'Heat Package', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay', 'Multi Zone Climate Control', 'LT Package', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Convenience Package']","310 hp @ 6,800 RPM",FALSE,3353,3.447761194,314501,Atlantic Chevrolet Cadillac,FALSE,"266 lb-ft @ 2,800 RPM",9-Speed Automatic,t73662,,FWD,Front-Wheel Drive,120.9 in,78.6 in
262490501,1GYFZCR44KF113953,39.5 in,,,,,I4,2000,FALSE,FALSE,TRUE,Cadillac,40.4 in,15.9 gal,FALSE,64.1 in,Jet Black,FALSE,BLACK,"['Leather Seats', 'Sunroof/Moonroof', 'Power Package', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Preferred Package', 'Technology Package', 'Blind Spot Monitoring', 'Heat Package', 'Cold Weather Package', 'SE Package', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Comfort Package', 'Convenience Package']","237 hp @ 5,000 RPM",FALSE,5582,3.447761194,314501,Atlantic Chevrolet Cadillac,FALSE,"258 lb-ft @ 1,500 RPM",9-Speed Automatic,t78739,,FWD,Front-Wheel Drive,109.4 in,83.5 in
